id_pub,anio,mes,cuenca,contrato,precio_distribuidora,precio_gnc,precio_usina,precio_industria,precio_otros,precio_ppp,precio_expo,indice_tiempo
486,2021,3,Total Cuenca,TOTAL,2.20,1.72,2.74,2.15,1.44,2.34,2.70,2021-03
487,2021,4,Austral Santa Cruz,FIRME,2.53,1.66,2.74,1.89,0.00,2.17,0.00,2021-04
488,2021,4,Austral Santa Cruz,INTERRUMPIBLE,2.59,0.00,0.00,2.98,1.86,2.95,2.43,2021-04
489,2021,4,Austral Santa Cruz,TOTAL,2.53,1.66,2.74,2.21,1.86,2.33,2.43,2021-04
490,2021,4,Austral Tierra del Fuego,FIRME,2.31,1.54,2.69,1.43,0.00,2.16,0.00,2021-04
491,2021,4,Austral Tierra del Fuego,INTERRUMPIBLE,0.00,0.00,1.96,2.92,0.00,2.92,0.00,2021-04
492,2021,4,Austral Tierra del Fuego,TOTAL,2.31,1.54,2.69,2.06,0.00,2.27,0.00,2021-04
493,2021,4,Golfo de San Jorge,FIRME,2.76,1.70,2.75,2.00,0.00,2.41,0.00,2021-04
494,2021,4,Golfo de San Jorge,INTERRUMPIBLE,0.00,1.76,0.00,4.64,0.00,3.91,0.00,2021-04
495,2021,4,Golfo de San Jorge,TOTAL,2.76,1.72,2.75,2.23,0.00,2.49,0.00,2021-04
496,2021,4,Neuquina,FIRME,2.16,1.76,2.78,2.34,1.15,2.42,0.00,2021-04
497,2021,4,Neuquina,INTERRUMPIBLE,0.00,0.00,0.00,3.17,1.38,3.16,3.15,2021-04
498,2021,4,Neuquina,TOTAL,2.16,1.76,2.78,2.47,1.21,2.46,3.15,2021-04
499,2021,4,Noroeste,FIRME,0.00,1.80,0.00,2.07,0.00,2.03,0.00,2021-04
500,2021,4,Noroeste,INTERRUMPIBLE,0.00,0.00,0.00,2.68,0.00,2.68,0.00,2021-04
501,2021,4,Noroeste,TOTAL,0.00,1.80,0.00,2.12,0.00,2.07,0.00,2021-04
502,2021,4,Total Cuenca,FIRME,2.26,1.70,2.76,2.13,1.15,2.33,0.00,2021-04
503,2021,4,Total Cuenca,INTERRUMPIBLE,2.59,1.76,1.96,3.06,1.75,3.04,2.95,2021-04
504,2021,4,Total Cuenca,TOTAL,2.26,1.70,2.76,2.32,1.54,2.40,2.95,2021-04
505,2021,5,Austral Santa Cruz,FIRME,3.56,3.32,4.21,3.45,0.00,3.61,0.00,2021-05
506,2021,5,Austral Santa Cruz,INTERRUMPIBLE,2.57,0.00,0.00,4.84,3.33,4.80,0.00,2021-05
507,2021,5,Austral Santa Cruz,TOTAL,3.56,3.32,4.21,3.70,3.33,3.76,0.00,2021-05
508,2021,5,Austral Tierra del Fuego,FIRME,2.97,3.34,4.15,3.82,0.00,3.64,0.00,2021-05
509,2021,5,Austral Tierra del Fuego,INTERRUMPIBLE,0.00,0.00,3.11,5.47,0.00,5.44,0.00,2021-05
510,2021,5,Austral Tierra del Fuego,TOTAL,2.97,3.34,4.15,3.97,0.00,3.68,0.00,2021-05
511,2021,5,Golfo de San Jorge,FIRME,4.24,3.48,4.31,3.58,0.00,3.96,0.00,2021-05
512,2021,5,Golfo de San Jorge,INTERRUMPIBLE,0.00,0.00,0.00,6.00,0.00,6.00,0.00,2021-05
513,2021,5,Golfo de San Jorge,TOTAL,4.24,3.48,4.31,3.71,0.00,4.00,0.00,2021-05
514,2021,5,Neuquina,FIRME,2.51,3.44,4.29,3.65,4.00,3.42,0.00,2021-05
515,2021,5,Neuquina,INTERRUMPIBLE,0.00,3.14,0.00,4.53,0.00,3.76,0.00,2021-05
516,2021,5,Neuquina,TOTAL,2.51,3.27,4.29,3.70,4.00,3.43,0.00,2021-05
517,2021,5,Noroeste,FIRME,0.00,4.03,0.00,4.24,0.00,4.20,0.00,2021-05
518,2021,5,Noroeste,INTERRUMPIBLE,0.00,0.00,4.55,4.72,0.00,4.72,0.00,2021-05
519,2021,5,Noroeste,TOTAL,0.00,4.03,4.55,4.29,0.00,4.25,0.00,2021-05
520,2021,5,Total Cuenca,FIRME,2.70,3.57,4.25,3.70,4.00,3.52,0.00,2021-05
521,2021,5,Total Cuenca,INTERRUMPIBLE,2.57,3.14,3.35,4.84,3.33,4.28,0.00,2021-05
522,2021,5,Total Cuenca,TOTAL,2.70,3.40,4.25,3.80,3.51,3.56,0.00,2021-05
523,2021,6,Austral Santa Cruz,FIRME,3.38,3.28,0.00,4.07,0.00,3.84,0.00,2021-06
524,2021,6,Austral Santa Cruz,INTERRUMPIBLE,0.00,0.00,0.00,4.18,3.41,4.12,0.00,2021-06
525,2021,6,Austral Santa Cruz,TOTAL,3.38,3.28,0.00,4.07,3.41,3.85,0.00,2021-06
526,2021,6,Austral Tierra del Fuego,FIRME,2.84,3.30,4.18,3.84,0.00,3.58,0.00,2021-06
527,2021,6,Austral Tierra del Fuego,INTERRUMPIBLE,0.00,0.00,3.01,5.71,0.00,5.68,0.00,2021-06
528,2021,6,Austral Tierra del Fuego,TOTAL,2.84,3.30,4.18,4.07,0.00,3.66,0.00,2021-06
529,2021,6,Golfo de San Jorge,FIRME,4.23,3.36,4.33,3.80,0.00,4.03,0.00,2021-06
530,2021,6,Golfo de San Jorge,INTERRUMPIBLE,0.00,0.00,0.00,5.88,0.00,5.88,0.00,2021-06
531,2021,6,Golfo de San Jorge,TOTAL,4.23,3.36,4.33,3.96,0.00,4.10,0.00,2021-06
532,2021,6,Neuquina,FIRME,2.54,3.35,4.24,3.83,4.00,3.22,0.00,2021-06
533,2021,6,Neuquina,INTERRUMPIBLE,0.00,3.21,0.00,4.83,0.00,4.19,0.00,2021-06
534,2021,6,Neuquina,TOTAL,2.54,3.27,4.24,3.95,4.00,3.28,0.00,2021-06
535,2021,6,Noroeste,FIRME,0.00,3.96,0.00,4.33,0.00,4.27,0.00,2021-06
536,2021,6,Noroeste,INTERRUMPIBLE,0.00,0.00,0.00,4.86,0.00,4.86,0.00,2021-06
537,2021,6,Noroeste,TOTAL,0.00,3.96,0.00,4.42,0.00,4.35,0.00,2021-06
538,2021,6,Total Cuenca,FIRME,2.68,3.48,4.22,3.90,4.00,3.39,0.00,2021-06
539,2021,6,Total Cuenca,INTERRUMPIBLE,0.00,3.21,3.01,4.97,3.41,4.48,0.00,2021-06
540,2021,6,Total Cuenca,TOTAL,2.68,3.37,4.22,4.02,3.52,3.45,0.00,2021-06
541,2021,7,Austral Santa Cruz,FIRME,3.34,3.26,0.00,4.25,0.00,3.92,0.00,2021-07
542,2021,7,Austral Santa Cruz,INTERRUMPIBLE,0.00,0.00,4.22,4.21,3.31,4.13,0.00,2021-07
543,2021,7,Austral Santa Cruz,TOTAL,3.34,3.26,4.22,4.25,3.31,3.93,0.00,2021-07
544,2021,7,Austral Tierra del Fuego,FIRME,2.79,3.27,4.17,3.86,0.00,3.56,0.00,2021-07
545,2021,7,Austral Tierra del Fuego,INTERRUMPIBLE,0.00,0.00,4.20,4.11,0.00,4.15,0.00,2021-07
546,2021,7,Austral Tierra del Fuego,TOTAL,2.79,3.27,4.17,3.88,0.00,3.58,0.00,2021-07
547,2021,7,Golfo de San Jorge,FIRME,4.25,3.34,4.33,3.97,0.00,4.14,0.00,2021-07
548,2021,7,Golfo de San Jorge,INTERRUMPIBLE,0.00,0.00,4.36,4.45,0.00,4.43,0.00,2021-07
549,2021,7,Golfo de San Jorge,TOTAL,4.25,3.34,4.34,4.11,0.00,4.18,0.00,2021-07
550,2021,7,Neuquina,FIRME,2.57,3.33,4.26,3.85,4.00,3.27,0.00,2021-07
551,2021,7,Neuquina,INTERRUMPIBLE,0.00,3.13,4.21,4.48,0.00,4.02,4.92,2021-07
552,2021,7,Neuquina,TOTAL,2.57,3.23,4.26,3.93,4.00,3.32,4.92,2021-07
553,2021,7,Noroeste,FIRME,0.00,3.92,0.00,4.32,0.00,4.24,0.00,2021-07
554,2021,7,Noroeste,INTERRUMPIBLE,0.00,0.00,0.00,4.69,0.00,4.69,0.00,2021-07
555,2021,7,Noroeste,TOTAL,0.00,3.92,0.00,4.40,0.00,4.32,0.00,2021-07
556,2021,7,Total Cuenca,FIRME,2.69,3.45,4.24,3.94,4.00,3.42,0.00,2021-07
557,2021,7,Total Cuenca,INTERRUMPIBLE,0.00,3.13,4.23,4.45,3.31,4.14,4.92,2021-07
558,2021,7,Total Cuenca,TOTAL,2.69,3.34,4.24,4.01,3.47,3.46,4.92,2021-07
559,2021,8,Austral Santa Cruz,FIRME,3.35,3.53,0.00,4.14,0.00,3.86,0.00,2021-08
560,2021,8,Austral Santa Cruz,INTERRUMPIBLE,0.00,0.00,3.77,3.95,3.32,3.85,0.00,2021-08
561,2021,8,Austral Santa Cruz,TOTAL,3.35,3.53,3.77,4.13,3.32,3.86,0.00,2021-08
562,2021,8,Austral Tierra del Fuego,FIRME,2.81,3.50,4.17,3.84,0.00,3.58,0.00,2021-08
563,2021,8,Austral Tierra del Fuego,INTERRUMPIBLE,0.00,0.00,4.07,3.92,0.00,4.01,0.00,2021-08
564,2021,8,Austral Tierra del Fuego,TOTAL,2.81,3.50,4.17,3.84,0.00,3.60,0.00,2021-08
565,2021,8,Golfo de San Jorge,FIRME,4.23,3.39,4.33,3.93,0.00,4.12,0.00,2021-08
566,2021,8,Golfo de San Jorge,INTERRUMPIBLE,0.00,0.00,4.36,4.03,0.00,4.31,0.00,2021-08
567,2021,8,Golfo de San Jorge,TOTAL,4.23,3.39,4.34,3.93,0.00,4.14,0.00,2021-08
568,2021,8,Neuquina,FIRME,2.63,3.53,4.29,3.81,4.00,3.33,0.00,2021-08
569,2021,8,Neuquina,INTERRUMPIBLE,0.00,3.36,4.20,3.95,0.00,3.77,5.04,2021-08
570,2021,8,Neuquina,TOTAL,2.63,3.44,4.29,3.83,4.00,3.35,5.04,2021-08
571,2021,8,Noroeste,FIRME,0.00,4.15,0.00,4.24,0.00,4.22,0.00,2021-08
572,2021,8,Noroeste,INTERRUMPIBLE,0.00,4.80,0.00,4.61,0.00,4.65,0.00,2021-08
573,2021,8,Noroeste,TOTAL,0.00,4.27,0.00,4.31,0.00,4.31,0.00,2021-08
574,2021,8,Total Cuenca,FIRME,2.74,3.66,4.26,3.90,4.00,3.46,0.00,2021-08
575,2021,8,Total Cuenca,INTERRUMPIBLE,0.00,3.48,4.17,4.07,3.32,3.95,5.04,2021-08
576,2021,8,Total Cuenca,TOTAL,2.74,3.60,4.25,3.91,3.44,3.48,5.04,2021-08
577,2021,9,Austral Santa Cruz,FIRME,3.52,3.49,4.22,3.64,0.00,3.71,0.00,2021-09
578,2021,9,Austral Santa Cruz,INTERRUMPIBLE,0.00,0.00,4.22,4.06,3.36,4.11,0.00,2021-09
579,2021,9,Austral Santa Cruz,TOTAL,3.52,3.49,4.22,3.69,3.36,3.77,0.00,2021-09
580,2021,9,Austral Tierra del Fuego,FIRME,2.93,3.48,4.17,3.82,0.00,3.62,0.00,2021-09
581,2021,9,Austral Tierra del Fuego,INTERRUMPIBLE,0.00,0.00,4.16,4.08,0.00,4.14,0.00,2021-09
582,2021,9,Austral Tierra del Fuego,TOTAL,2.93,3.48,4.17,3.83,0.00,3.64,0.00,2021-09
583,2021,9,Golfo de San Jorge,FIRME,4.31,3.38,4.34,3.68,0.00,4.05,0.00,2021-09
584,2021,9,Golfo de San Jorge,INTERRUMPIBLE,0.00,0.00,4.36,4.15,0.00,4.25,0.00,2021-09
585,2021,9,Golfo de San Jorge,TOTAL,4.31,3.38,4.34,3.72,0.00,4.06,0.00,2021-09
586,2021,9,Neuquina,FIRME,2.63,3.50,4.29,3.62,4.00,3.43,0.00,2021-09
587,2021,9,Neuquina,INTERRUMPIBLE,0.00,3.32,4.34,3.87,0.00,3.79,5.31,2021-09
588,2021,9,Neuquina,TOTAL,2.63,3.41,4.29,3.65,4.00,3.46,5.31,2021-09
589,2021,9,Noroeste,FIRME,0.00,4.11,0.00,4.15,0.00,4.14,0.00,2021-09
590,2021,9,Noroeste,INTERRUMPIBLE,0.00,4.80,0.00,4.60,0.00,4.61,0.00,2021-09
591,2021,9,Noroeste,TOTAL,0.00,4.17,0.00,4.26,0.00,4.25,0.00,2021-09
592,2021,9,Total Cuenca,FIRME,2.76,3.63,4.26,3.69,4.00,3.53,0.00,2021-09
593,2021,9,Total Cuenca,INTERRUMPIBLE,0.00,3.37,4.26,4.02,3.36,3.95,5.31,2021-09
594,2021,9,Total Cuenca,TOTAL,2.76,3.54,4.26,3.74,3.46,3.56,5.31,2021-09
595,2021,10,Austral Santa Cruz,FIRME,2.48,3.46,2.75,2.40,0.00,2.45,3.37,2021-10
596,2021,10,Austral Santa Cruz,INTERRUMPIBLE,0.00,0.00,2.75,2.60,1.99,2.65,0.00,2021-10
597,2021,10,Austral Santa Cruz,TOTAL,2.48,3.46,2.75,2.43,1.99,2.49,3.37,2021-10
598,2021,10,Austral Tierra del Fuego,FIRME,2.22,3.41,2.72,2.57,0.00,2.49,3.58,2021-10
599,2021,10,Austral Tierra del Fuego,INTERRUMPIBLE,0.00,0.00,2.74,2.69,0.00,2.73,3.61,2021-10
600,2021,10,Austral Tierra del Fuego,TOTAL,2.22,3.41,2.72,2.57,0.00,2.51,3.59,2021-10
601,2021,10,Golfo de San Jorge,FIRME,2.81,3.36,2.86,2.78,0.00,2.81,0.00,2021-10
602,2021,10,Golfo de San Jorge,INTERRUMPIBLE,0.00,0.00,0.00,2.79,0.00,2.79,0.00,2021-10
603,2021,10,Golfo de San Jorge,TOTAL,2.81,3.36,2.86,2.78,0.00,2.81,0.00,2021-10
604,2021,10,Neuquina,FIRME,2.02,3.42,2.79,2.56,2.40,2.54,4.00,2021-10
605,2021,10,Neuquina,INTERRUMPIBLE,2.80,3.27,2.82,2.70,0.00,2.87,3.68,2021-10
606,2021,10,Neuquina,TOTAL,2.02,3.36,2.80,2.58,2.40,2.57,3.89,2021-10
607,2021,10,Noroeste,FIRME,0.00,4.07,0.00,3.16,0.00,3.35,0.00,2021-10
608,2021,10,Noroeste,INTERRUMPIBLE,0.00,3.88,0.00,3.56,0.00,3.63,0.00,2021-10
609,2021,10,Noroeste,TOTAL,0.00,4.03,0.00,3.24,0.00,3.41,0.00,2021-10
610,2021,10,Total Cuenca,FIRME,2.13,3.54,2.78,2.60,2.40,2.56,3.72,2021-10
611,2021,10,Total Cuenca,INTERRUMPIBLE,2.80,3.33,2.78,2.81,1.99,2.88,3.67,2021-10
612,2021,10,Total Cuenca,TOTAL,2.13,3.47,2.78,2.63,2.07,2.60,3.71,2021-10
613,2021,11,Austral Santa Cruz,FIRME,2.48,3.50,2.73,2.37,0.00,2.45,3.58,2021-11
614,2021,11,Austral Santa Cruz,INTERRUMPIBLE,0.00,0.00,2.73,2.60,1.99,2.64,0.00,2021-11
615,2021,11,Austral Santa Cruz,TOTAL,2.48,3.50,2.73,2.40,1.99,2.48,3.58,2021-11
616,2021,11,Austral Tierra del Fuego,FIRME,2.23,3.49,2.70,2.61,0.00,2.57,3.99,2021-11
617,2021,11,Austral Tierra del Fuego,INTERRUMPIBLE,0.00,0.00,2.72,2.69,0.00,2.72,3.90,2021-11
618,2021,11,Austral Tierra del Fuego,TOTAL,2.23,3.49,2.71,2.61,0.00,2.58,3.96,2021-11
619,2021,11,Golfo de San Jorge,FIRME,2.81,3.36,2.86,2.71,0.00,2.79,0.00,2021-11
620,2021,11,Golfo de San Jorge,INTERRUMPIBLE,0.00,0.00,0.00,2.60,0.00,2.60,0.00,2021-11
621,2021,11,Golfo de San Jorge,TOTAL,2.81,3.36,2.86,2.71,0.00,2.79,0.00,2021-11
622,2021,11,Neuquina,FIRME,1.95,3.12,2.77,2.66,2.40,2.61,4.05,2021-11
623,2021,11,Neuquina,INTERRUMPIBLE,0.00,3.30,2.83,2.67,0.00,2.89,4.01,2021-11
624,2021,11,Neuquina,TOTAL,1.95,3.17,2.77,2.66,2.40,2.63,4.02,2021-11
625,2021,11,Noroeste,FIRME,0.00,4.09,0.00,3.15,0.00,3.35,0.00,2021-11
626,2021,11,Noroeste,INTERRUMPIBLE,0.00,3.93,0.00,3.67,0.00,3.72,0.00,2021-11
627,2021,11,Noroeste,TOTAL,0.00,4.06,0.00,3.28,0.00,3.44,0.00,2021-11
628,2021,11,Total Cuenca,FIRME,2.09,3.27,2.76,2.66,2.40,2.62,3.88,2021-11
629,2021,11,Total Cuenca,INTERRUMPIBLE,0.00,3.36,2.74,2.84,1.99,2.94,4.00,2021-11
630,2021,11,Total Cuenca,TOTAL,2.09,3.29,2.76,2.68,2.09,2.65,3.93,2021-11
631,2021,12,Austral Santa Cruz,FIRME,2.37,3.45,2.69,2.38,0.00,2.45,3.68,2021-12
632,2021,12,Austral Santa Cruz,INTERRUMPIBLE,0.00,0.00,2.70,2.61,1.97,2.61,0.00,2021-12
633,2021,12,Austral Santa Cruz,TOTAL,2.37,3.45,2.69,2.43,1.97,2.48,3.68,2021-12
634,2021,12,Austral Tierra del Fuego,FIRME,2.19,3.43,2.68,2.57,0.00,2.57,4.27,2021-12
635,2021,12,Austral Tierra del Fuego,INTERRUMPIBLE,0.00,0.00,2.70,2.77,0.00,2.72,4.34,2021-12
636,2021,12,Austral Tierra del Fuego,TOTAL,2.19,3.43,2.68,2.58,0.00,2.58,4.28,2021-12
637,2021,12,Golfo de San Jorge,FIRME,2.74,3.32,2.86,2.78,0.00,2.82,0.00,2021-12
638,2021,12,Golfo de San Jorge,INTERRUMPIBLE,0.00,0.00,2.85,2.68,0.00,2.82,0.00,2021-12
639,2021,12,Golfo de San Jorge,TOTAL,2.74,3.32,2.86,2.78,0.00,2.82,0.00,2021-12
640,2021,12,Neuquina,FIRME,1.87,3.41,2.76,2.57,2.40,2.59,4.03,2021-12
641,2021,12,Neuquina,INTERRUMPIBLE,0.00,3.24,2.77,3.04,0.00,3.07,3.99,2021-12
642,2021,12,Neuquina,TOTAL,1.87,3.34,2.76,2.69,2.40,2.66,4.01,2021-12
643,2021,12,Noroeste,FIRME,0.00,4.04,0.00,3.16,0.00,3.35,0.00,2021-12
644,2021,12,Noroeste,INTERRUMPIBLE,0.00,3.85,0.00,3.70,0.00,3.72,0.00,2021-12
645,2021,12,Noroeste,TOTAL,0.00,4.00,0.00,3.30,0.00,3.44,0.00,2021-12
646,2021,12,Total Cuenca,FIRME,2.01,3.52,2.75,2.60,2.40,2.61,3.95,2021-12
647,2021,12,Total Cuenca,INTERRUMPIBLE,0.00,3.29,2.73,3.04,1.97,3.04,4.01,2021-12
648,2021,12,Total Cuenca,TOTAL,2.01,3.44,2.74,2.70,2.08,2.67,3.97,2021-12
649,2022,1,Austral Santa Cruz,FIRME,2.40,3.36,2.67,2.45,0.00,2.50,3.65,2022-01
650,2022,1,Austral Santa Cruz,INTERRUMPIBLE,0.00,0.00,2.67,2.62,2.00,2.63,0.00,2022-01
651,2022,1,Austral Santa Cruz,TOTAL,2.40,3.36,2.67,2.47,2.00,2.52,3.65,2022-01
652,2022,1,Austral Tierra del Fuego,FIRME,2.20,3.34,2.65,2.50,0.00,2.55,4.06,2022-01
653,2022,1,Austral Tierra del Fuego,INTERRUMPIBLE,0.00,0.00,2.70,2.68,0.00,2.69,3.97,2022-01
654,2022,1,Austral Tierra del Fuego,TOTAL,2.20,3.34,2.66,2.52,0.00,2.57,4.04,2022-01
655,2022,1,Golfo de San Jorge,FIRME,2.77,3.52,2.84,2.89,0.00,2.85,0.00,2022-01
656,2022,1,Golfo de San Jorge,INTERRUMPIBLE,0.00,0.00,2.84,2.81,0.00,2.82,0.00,2022-01
657,2022,1,Golfo de San Jorge,TOTAL,2.77,3.52,2.84,2.88,0.00,2.85,0.00,2022-01
658,2022,1,Neuquina,FIRME,1.83,3.32,2.73,2.57,2.40,2.59,5.33,2022-01
659,2022,1,Neuquina,INTERRUMPIBLE,0.00,3.18,2.68,3.04,0.00,3.04,4.19,2022-01
660,2022,1,Neuquina,TOTAL,1.83,3.27,2.73,2.69,2.40,2.65,4.97,2022-01
661,2022,1,Noroeste,FIRME,0.00,3.99,0.00,3.16,0.00,3.32,0.00,2022-01
662,2022,1,Noroeste,INTERRUMPIBLE,0.00,3.76,2.13,3.67,0.00,3.66,0.00,2022-01
663,2022,1,Noroeste,TOTAL,0.00,3.94,2.13,3.29,0.00,3.41,0.00,2022-01
664,2022,1,Total Cuenca,FIRME,2.00,3.43,2.72,2.61,2.40,2.62,4.83,2022-01
665,2022,1,Total Cuenca,INTERRUMPIBLE,0.00,3.24,2.69,3.06,2.00,3.01,4.17,2022-01
666,2022,1,Total Cuenca,TOTAL,2.00,3.37,2.72,2.71,2.08,2.67,4.66,2022-01
667,2022,2,Austral Santa Cruz,FIRME,2.31,3.35,2.61,2.49,0.00,2.49,3.61,2022-02
668,2022,2,Austral Santa Cruz,INTERRUMPIBLE,0.00,0.00,2.63,3.13,2.00,3.08,0.00,2022-02
669,2022,2,Austral Santa Cruz,TOTAL,2.31,3.35,2.61,2.59,2.00,2.57,3.61,2022-02
670,2022,2,Austral Tierra del Fuego,FIRME,2.10,3.36,2.63,2.56,0.00,2.50,3.90,2022-02
671,2022,2,Austral Tierra del Fuego,INTERRUMPIBLE,0.00,0.00,2.61,3.05,0.00,3.03,3.79,2022-02
672,2022,2,Austral Tierra del Fuego,TOTAL,2.10,3.36,2.63,2.61,0.00,2.52,3.87,2022-02
673,2022,2,Golfo de San Jorge,FIRME,2.76,3.22,2.83,2.78,0.00,2.80,0.00,2022-02
674,2022,2,Golfo de San Jorge,INTERRUMPIBLE,0.00,0.00,0.00,2.94,0.00,2.94,0.00,2022-02
675,2022,2,Golfo de San Jorge,TOTAL,2.76,3.22,2.83,2.79,0.00,2.81,0.00,2022-02
676,2022,2,Neuquina,FIRME,1.79,3.33,2.71,2.59,0.00,2.54,5.25,2022-02
677,2022,2,Neuquina,INTERRUMPIBLE,0.00,3.19,2.75,3.12,0.00,3.13,4.13,2022-02
678,2022,2,Neuquina,TOTAL,1.79,3.28,2.71,2.73,0.00,2.62,5.02,2022-02
679,2022,2,Noroeste,FIRME,0.00,4.01,0.00,3.16,0.00,3.32,0.00,2022-02
680,2022,2,Noroeste,INTERRUMPIBLE,0.00,3.74,0.00,3.73,0.00,3.73,0.00,2022-02
681,2022,2,Noroeste,TOTAL,0.00,3.94,0.00,3.29,0.00,3.42,0.00,2022-02
682,2022,2,Total Cuenca,FIRME,1.93,3.46,2.69,2.63,0.00,2.57,4.78,2022-02
683,2022,2,Total Cuenca,INTERRUMPIBLE,0.00,3.25,2.62,3.17,2.00,3.17,4.09,2022-02
684,2022,2,Total Cuenca,TOTAL,1.93,3.38,2.69,2.75,2.00,2.64,4.66,2022-02
685,2022,3,Austral Santa Cruz,FIRME,2.40,3.25,2.59,2.50,0.00,2.51,3.58,2022-03
686,2022,3,Austral Santa Cruz,INTERRUMPIBLE,0.00,0.00,0.00,2.91,2.02,2.88,0.00,2022-03
687,2022,3,Austral Santa Cruz,TOTAL,2.40,3.25,2.59,2.56,2.02,2.55,3.58,2022-03
688,2022,3,Austral Tierra del Fuego,FIRME,2.09,3.29,2.59,2.52,0.00,2.45,3.76,2022-03
689,2022,3,Austral Tierra del Fuego,INTERRUMPIBLE,0.00,0.00,0.00,3.52,0.00,3.52,3.70,2022-03
690,2022,3,Austral Tierra del Fuego,TOTAL,2.09,3.29,2.59,2.71,0.00,2.51,3.74,2022-03
691,2022,3,Golfo de San Jorge,FIRME,2.81,3.38,2.82,2.85,0.00,2.84,0.00,2022-03
692,2022,3,Golfo de San Jorge,INTERRUMPIBLE,0.00,0.00,0.00,6.36,0.00,6.36,0.00,2022-03
693,2022,3,Golfo de San Jorge,TOTAL,2.81,3.38,2.82,3.05,0.00,2.94,0.00,2022-03
694,2022,3,Neuquina,FIRME,1.73,3.23,2.67,2.59,0.00,2.50,5.14,2022-03
695,2022,3,Neuquina,INTERRUMPIBLE,0.00,3.05,2.71,3.41,0.00,3.37,4.13,2022-03
696,2022,3,Neuquina,TOTAL,1.73,3.19,2.67,2.80,0.00,2.60,4.96,2022-03
697,2022,3,Noroeste,FIRME,0.00,3.90,0.00,3.15,0.00,3.29,0.00,2022-03
698,2022,3,Noroeste,INTERRUMPIBLE,0.00,3.61,0.00,4.05,0.00,3.96,0.00,2022-03
699,2022,3,Noroeste,TOTAL,0.00,3.84,0.00,3.33,0.00,3.42,0.00,2022-03
700,2022,3,Total Cuenca,FIRME,1.89,3.33,2.66,2.64,0.00,2.54,4.74,2022-03
701,2022,3,Total Cuenca,INTERRUMPIBLE,0.00,3.13,2.71,3.47,2.02,3.42,4.09,2022-03
702,2022,3,Total Cuenca,TOTAL,1.89,3.29,2.66,2.82,2.02,2.63,4.64,2022-03
703,2022,4,Austral Santa Cruz,FIRME,2.33,3.11,2.52,2.45,0.00,2.44,3.58,2022-04
704,2022,4,Austral Santa Cruz,INTERRUMPIBLE,0.00,0.00,0.00,3.35,2.01,3.33,0.00,2022-04
705,2022,4,Austral Santa Cruz,TOTAL,2.33,3.11,2.52,2.58,2.01,2.53,3.58,2022-04
706,2022,4,Austral Tierra del Fuego,FIRME,2.05,3.15,2.58,2.59,0.00,2.39,3.76,2022-04
707,2022,4,Austral Tierra del Fuego,INTERRUMPIBLE,0.00,0.00,0.00,6.58,0.00,6.58,3.69,2022-04
708,2022,4,Austral Tierra del Fuego,TOTAL,2.05,3.15,2.58,3.17,0.00,2.56,3.74,2022-04
709,2022,4,Golfo de San Jorge,FIRME,2.82,3.53,2.78,2.79,0.00,2.80,0.00,2022-04
710,2022,4,Golfo de San Jorge,INTERRUMPIBLE,0.00,0.00,0.00,7.22,0.00,7.22,0.00,2022-04
711,2022,4,Golfo de San Jorge,TOTAL,2.82,3.53,2.78,3.15,0.00,2.97,0.00,2022-04
712,2022,4,Neuquina,FIRME,1.76,3.12,2.64,2.61,0.00,2.43,5.11,2022-04
713,2022,4,Neuquina,INTERRUMPIBLE,0.00,2.94,2.69,4.11,0.00,3.97,4.12,2022-04
714,2022,4,Neuquina,TOTAL,1.76,3.08,2.64,3.03,0.00,2.61,4.96,2022-04
715,2022,4,Noroeste,FIRME,0.00,3.75,0.00,3.11,0.00,3.24,0.00,2022-04
716,2022,4,Noroeste,INTERRUMPIBLE,0.00,3.48,0.00,4.41,0.00,4.22,0.00,2022-04
717,2022,4,Noroeste,TOTAL,0.00,3.70,0.00,3.37,0.00,3.44,0.00,2022-04
718,2022,4,Total Cuenca,FIRME,1.91,3.22,2.63,2.64,0.00,2.47,4.70,2022-04
719,2022,4,Total Cuenca,INTERRUMPIBLE,0.00,3.02,2.69,4.31,2.01,4.17,4.06,2022-04
720,2022,4,Total Cuenca,TOTAL,1.91,3.18,2.63,3.03,2.01,2.65,4.62,2022-04
721,2022,5,Austral Santa Cruz,FIRME,3.28,3.81,3.91,4.09,0.00,3.89,0.00,2022-05
722,2022,5,Austral Santa Cruz,INTERRUMPIBLE,0.00,0.00,0.00,5.38,4.52,5.33,0.00,2022-05
723,2022,5,Austral Santa Cruz,TOTAL,3.28,3.81,3.91,4.27,4.52,4.03,0.00,2022-05
724,2022,5,Austral Tierra del Fuego,FIRME,2.55,3.85,3.92,5.79,0.00,3.80,0.00,2022-05
725,2022,5,Austral Tierra del Fuego,INTERRUMPIBLE,0.00,0.00,3.93,6.67,0.00,6.38,0.00,2022-05
726,2022,5,Austral Tierra del Fuego,TOTAL,2.55,3.85,3.92,5.86,0.00,3.85,0.00,2022-05
727,2022,5,Golfo de San Jorge,FIRME,4.31,3.92,4.23,4.25,0.00,4.26,0.00,2022-05
728,2022,5,Golfo de San Jorge,INTERRUMPIBLE,0.00,0.00,4.25,6.53,0.00,6.29,0.00,2022-05
729,2022,5,Golfo de San Jorge,TOTAL,4.31,3.92,4.23,4.37,0.00,4.32,0.00,2022-05
